topic,question,answer
Lý thuyết đồ thị,Định nghĩa của đồ thị khoảng.,Là đồ thị mà các đỉnh tương ứng với các khoảng trên trục số và cạnh nối hai đỉnh nếu hai khoảng tương ứng giao nhau.
Lý thuyết đồ thị,Giải thích đồ thị khoảng là gì?,Là đồ thị mà các đỉnh tương ứng với các khoảng trên trục số và cạnh nối hai đỉnh nếu hai khoảng tương ứng giao nhau.
Lý thuyết đồ thị,đồ thị khoảng là gì?,Là đồ thị mà các đỉnh tương ứng với các khoảng trên trục số và cạnh nối hai đỉnh nếu hai khoảng tương ứng giao nhau.
Lý thuyết đồ thị,Thế nào là đồ thị khoảng?,Là đồ thị mà các đỉnh tương ứng với các khoảng trên trục số và cạnh nối hai đỉnh nếu hai khoảng tương ứng giao nhau.
Lý thuyết đồ thị,Giải thích đồ thị dây cung là gì?,Là đồ thị mà mọi chu trình độ dài từ 4 trở lên đều có ít nhất một dây cung (cạnh nối hai đỉnh không kề nhau trong chu trình).
Lý thuyết đồ thị,Cho biết đồ thị dây cung là gì?,Là đồ thị mà mọi chu trình độ dài từ 4 trở lên đều có ít nhất một dây cung (cạnh nối hai đỉnh không kề nhau trong chu trình).
Lý thuyết đồ thị,Định nghĩa của đồ thị dây cung.,Là đồ thị mà mọi chu trình độ dài từ 4 trở lên đều có ít nhất một dây cung (cạnh nối hai đỉnh không kề nhau trong chu trình).
Lý thuyết đồ thị,Thế nào là đồ thị dây cung?,Là đồ thị mà mọi chu trình độ dài từ 4 trở lên đều có ít nhất một dây cung (cạnh nối hai đỉnh không kề nhau trong chu trình).
Lý thuyết đồ thị,đồ thị dây cung là gì?,Là đồ thị mà mọi chu trình độ dài từ 4 trở lên đều có ít nhất một dây cung (cạnh nối hai đỉnh không kề nhau trong chu trình).
Lý thuyết đồ thị,Vì sao đồ thị dây cung lại là đồ thị hoàn hảo?,Vì sắc số của nó luôn bằng số bao vây cho mọi đồ thị con cảm sinh.
Lý thuyết đồ thị,Lý do tại sao đồ thị dây cung lại là đồ thị hoàn hảo?,Vì sắc số của nó luôn bằng số bao vây cho mọi đồ thị con cảm sinh.
Lý thuyết đồ thị,Tại sao đồ thị dây cung lại là đồ thị hoàn hảo?,Vì sắc số của nó luôn bằng số bao vây cho mọi đồ thị con cảm sinh.
Lý thuyết đồ thị,Phát biểu định lý Max-flow Min-cut?,Giá trị luồng cực đại trong mạng bằng khả năng thông qua của lát cắt nhỏ nhất ngăn cách nguồn và đích.
Lý thuyết đồ thị,Thuật toán Ford-Fulkerson hoạt động dựa trên nguyên lý nào?,Dựa trên việc liên tục tìm các đường tăng luồng từ nguồn đến đích cho đến khi không còn đường nào.
Lý thuyết đồ thị,Thuật toán Edmonds-Karp khác gì Ford-Fulkerson?,"Edmonds-Karp sử dụng BFS để tìm đường tăng ngắn nhất, đảm bảo thuật toán dừng trong thời gian đa thức."
Lý thuyết đồ thị,Cho biết đồ thị thặng dư là gì?,Là đồ thị mô tả các khả năng còn lại để đẩy luồng hoặc rút luồng trên các cạnh của mạng hiện tại.
Lý thuyết đồ thị,đồ thị thặng dư là gì?,Là đồ thị mô tả các khả năng còn lại để đẩy luồng hoặc rút luồng trên các cạnh của mạng hiện tại.
Lý thuyết đồ thị,Thế nào là đồ thị thặng dư?,Là đồ thị mô tả các khả năng còn lại để đẩy luồng hoặc rút luồng trên các cạnh của mạng hiện tại.
Lý thuyết đồ thị,Định nghĩa của đồ thị thặng dư.,Là đồ thị mô tả các khả năng còn lại để đẩy luồng hoặc rút luồng trên các cạnh của mạng hiện tại.
Lý thuyết đồ thị,Giải thích đồ thị thặng dư là gì?,Là đồ thị mô tả các khả năng còn lại để đẩy luồng hoặc rút luồng trên các cạnh của mạng hiện tại.
Lý thuyết đồ thị,Định nghĩa của đồ thị đối ngẫu của đồ thị phẳng.,"Là đồ thị mà mỗi đỉnh tương ứng với một mặt của đồ thị phẳng gốc, và cạnh nối hai đỉnh nếu hai mặt chung một cạnh."
Lý thuyết đồ thị,đồ thị đối ngẫu của đồ thị phẳng là gì?,"Là đồ thị mà mỗi đỉnh tương ứng với một mặt của đồ thị phẳng gốc, và cạnh nối hai đỉnh nếu hai mặt chung một cạnh."
Lý thuyết đồ thị,Cho biết đồ thị đối ngẫu của đồ thị phẳng là gì?,"Là đồ thị mà mỗi đỉnh tương ứng với một mặt của đồ thị phẳng gốc, và cạnh nối hai đỉnh nếu hai mặt chung một cạnh."
Lý thuyết đồ thị,Thế nào là đồ thị đối ngẫu của đồ thị phẳng?,"Là đồ thị mà mỗi đỉnh tương ứng với một mặt của đồ thị phẳng gốc, và cạnh nối hai đỉnh nếu hai mặt chung một cạnh."
Lý thuyết đồ thị,Giải thích đồ thị đối ngẫu của đồ thị phẳng là gì?,"Là đồ thị mà mỗi đỉnh tương ứng với một mặt của đồ thị phẳng gốc, và cạnh nối hai đỉnh nếu hai mặt chung một cạnh."
Lý thuyết đồ thị,Lý do tại sao đồ thị đối ngẫu của một cây phẳng lại là đồ thị chỉ có một đỉnh?,Vì cây không có chu trình nên nó chỉ có duy nhất một mặt ngoài.
Lý thuyết đồ thị,Tại sao đồ thị đối ngẫu của một cây phẳng lại là đồ thị chỉ có một đỉnh?,Vì cây không có chu trình nên nó chỉ có duy nhất một mặt ngoài.
Lý thuyết đồ thị,Vì sao đồ thị đối ngẫu của một cây phẳng lại là đồ thị chỉ có một đỉnh?,Vì cây không có chu trình nên nó chỉ có duy nhất một mặt ngoài.
Lý thuyết đồ thị,Phát biểu định lý Kuratowski về tính phẳng của đồ thị?,"Đồ thị là phẳng khi và chỉ khi nó không chứa đồ thị con là phân chia của K5 hoặc K3,3."
Lý thuyết đồ thị,Cho biết tiểu đồ thị của một đồ thị là gì?,"Là đồ thị thu được bằng cách xóa đỉnh, xóa cạnh hoặc co cạnh của đồ thị gốc."
Lý thuyết đồ thị,Định nghĩa của tiểu đồ thị của một đồ thị.,"Là đồ thị thu được bằng cách xóa đỉnh, xóa cạnh hoặc co cạnh của đồ thị gốc."
Lý thuyết đồ thị,tiểu đồ thị của một đồ thị là gì?,"Là đồ thị thu được bằng cách xóa đỉnh, xóa cạnh hoặc co cạnh của đồ thị gốc."
Lý thuyết đồ thị,Giải thích tiểu đồ thị của một đồ thị là gì?,"Là đồ thị thu được bằng cách xóa đỉnh, xóa cạnh hoặc co cạnh của đồ thị gốc."
Lý thuyết đồ thị,Thế nào là tiểu đồ thị của một đồ thị?,"Là đồ thị thu được bằng cách xóa đỉnh, xóa cạnh hoặc co cạnh của đồ thị gốc."
Lý thuyết đồ thị,Phát biểu định lý Robertson-Seymour ?,Tập hợp các đồ thị bị chặn theo cấu trúc tiểu đồ thị luôn có một bộ các đồ thị cấm hữu hạn.
Lý thuyết đồ thị,Giải thích số màu cạnh của đồ thị là gì?,Là số lượng màu ít nhất để tô màu các cạnh sao cho không có hai cạnh chung đỉnh cùng màu.
Lý thuyết đồ thị,số màu cạnh của đồ thị là gì?,Là số lượng màu ít nhất để tô màu các cạnh sao cho không có hai cạnh chung đỉnh cùng màu.
Lý thuyết đồ thị,Định nghĩa của số màu cạnh của đồ thị.,Là số lượng màu ít nhất để tô màu các cạnh sao cho không có hai cạnh chung đỉnh cùng màu.
Lý thuyết đồ thị,Thế nào là số màu cạnh của đồ thị?,Là số lượng màu ít nhất để tô màu các cạnh sao cho không có hai cạnh chung đỉnh cùng màu.
Lý thuyết đồ thị,Cho biết số màu cạnh của đồ thị là gì?,Là số lượng màu ít nhất để tô màu các cạnh sao cho không có hai cạnh chung đỉnh cùng màu.
Lý thuyết đồ thị,Sắc số cạnh của đồ thị đầy đủ K_n với n chẵn là bao nhiêu?,Bằng n - 1.
Lý thuyết đồ thị,Sắc số cạnh của đồ thị đầy đủ K_n với n lẻ là bao nhiêu?,Bằng n.
Lý thuyết đồ thị,Cho biết chu trình Hamilton là gì?,Là chu trình đi qua mọi đỉnh của đồ thị đúng một lần.
Lý thuyết đồ thị,Thế nào là chu trình Hamilton?,Là chu trình đi qua mọi đỉnh của đồ thị đúng một lần.
Lý thuyết đồ thị,Định nghĩa của chu trình Hamilton.,Là chu trình đi qua mọi đỉnh của đồ thị đúng một lần.
Lý thuyết đồ thị,Giải thích chu trình Hamilton là gì?,Là chu trình đi qua mọi đỉnh của đồ thị đúng một lần.
Lý thuyết đồ thị,chu trình Hamilton là gì?,Là chu trình đi qua mọi đỉnh của đồ thị đúng một lần.
Lý thuyết đồ thị,Phát biểu định lý Dirac về chu trình Hamilton?,Nếu đơn đồ thị n đỉnh (n >= 3) có bậc mỗi đỉnh ít nhất n/2 thì đồ thị có chu trình Hamilton.
Lý thuyết đồ thị,Phát biểu định lý Ore về chu trình Hamilton?,Nếu đơn đồ thị n đỉnh có tổng bậc của mọi cặp đỉnh không kề nhau ít nhất là n thì đồ thị có chu trình Hamilton.
Lý thuyết đồ thị,Vì sao kiểm tra chu trình Hamilton lại khó trong khi chu trình Euler lại dễ?,"Vì điều kiện Euler chỉ dựa trên bậc cục bộ của đỉnh, còn Hamilton yêu cầu cấu trúc toàn cục phức tạp hơn."
Lý thuyết đồ thị,Tại sao kiểm tra chu trình Hamilton lại khó trong khi chu trình Euler lại dễ?,"Vì điều kiện Euler chỉ dựa trên bậc cục bộ của đỉnh, còn Hamilton yêu cầu cấu trúc toàn cục phức tạp hơn."
Lý thuyết đồ thị,Lý do tại sao kiểm tra chu trình Hamilton lại khó trong khi chu trình Euler lại dễ?,"Vì điều kiện Euler chỉ dựa trên bậc cục bộ của đỉnh, còn Hamilton yêu cầu cấu trúc toàn cục phức tạp hơn."
Lý thuyết đồ thị,Định nghĩa của giải thuật xấp xỉ cho bài toán người du lịch.,Là thuật toán tìm ra một chu trình Hamilton có độ dài không quá k lần so với độ dài tối ưu (ví dụ thuật toán 2-xấp xỉ bằng cây khung).
Lý thuyết đồ thị,Thế nào là giải thuật xấp xỉ cho bài toán người du lịch?,Là thuật toán tìm ra một chu trình Hamilton có độ dài không quá k lần so với độ dài tối ưu (ví dụ thuật toán 2-xấp xỉ bằng cây khung).
Lý thuyết đồ thị,Giải thích giải thuật xấp xỉ cho bài toán người du lịch là gì?,Là thuật toán tìm ra một chu trình Hamilton có độ dài không quá k lần so với độ dài tối ưu (ví dụ thuật toán 2-xấp xỉ bằng cây khung).
Lý thuyết đồ thị,giải thuật xấp xỉ cho bài toán người du lịch là gì?,Là thuật toán tìm ra một chu trình Hamilton có độ dài không quá k lần so với độ dài tối ưu (ví dụ thuật toán 2-xấp xỉ bằng cây khung).
Lý thuyết đồ thị,Cho biết giải thuật xấp xỉ cho bài toán người du lịch là gì?,Là thuật toán tìm ra một chu trình Hamilton có độ dài không quá k lần so với độ dài tối ưu (ví dụ thuật toán 2-xấp xỉ bằng cây khung).
Lý thuyết đồ thị,Định nghĩa của mạng luồng có nhiều nguồn và nhiều đích.,Có thể quy về mạng một nguồn một đích bằng cách thêm một siêu nguồn (Super Source) và một siêu đích (Super Sink).
Lý thuyết đồ thị,Giải thích mạng luồng có nhiều nguồn và nhiều đích là gì?,Có thể quy về mạng một nguồn một đích bằng cách thêm một siêu nguồn (Super Source) và một siêu đích (Super Sink).
Lý thuyết đồ thị,Cho biết mạng luồng có nhiều nguồn và nhiều đích là gì?,Có thể quy về mạng một nguồn một đích bằng cách thêm một siêu nguồn (Super Source) và một siêu đích (Super Sink).
Lý thuyết đồ thị,Thế nào là mạng luồng có nhiều nguồn và nhiều đích?,Có thể quy về mạng một nguồn một đích bằng cách thêm một siêu nguồn (Super Source) và một siêu đích (Super Sink).
Lý thuyết đồ thị,mạng luồng có nhiều nguồn và nhiều đích là gì?,Có thể quy về mạng một nguồn một đích bằng cách thêm một siêu nguồn (Super Source) và một siêu đích (Super Sink).
Lý thuyết đồ thị,lát cắt s-t là gì?,Là việc chia tập đỉnh thành hai tập rời nhau S và T sao cho nguồn s thuộc S và đích t thuộc T.
Lý thuyết đồ thị,Giải thích lát cắt s-t là gì?,Là việc chia tập đỉnh thành hai tập rời nhau S và T sao cho nguồn s thuộc S và đích t thuộc T.
Lý thuyết đồ thị,Định nghĩa của lát cắt s-t.,Là việc chia tập đỉnh thành hai tập rời nhau S và T sao cho nguồn s thuộc S và đích t thuộc T.
Lý thuyết đồ thị,Cho biết lát cắt s-t là gì?,Là việc chia tập đỉnh thành hai tập rời nhau S và T sao cho nguồn s thuộc S và đích t thuộc T.
Lý thuyết đồ thị,Thế nào là lát cắt s-t?,Là việc chia tập đỉnh thành hai tập rời nhau S và T sao cho nguồn s thuộc S và đích t thuộc T.
Lý thuyết đồ thị,Giải thích Khả năng thông qua của lát cắt là gì?,Là tổng khả năng thông qua của các cạnh đi từ tập S sang tập T.
Lý thuyết đồ thị,Định nghĩa của Khả năng thông qua của lát cắt.,Là tổng khả năng thông qua của các cạnh đi từ tập S sang tập T.
Lý thuyết đồ thị,Thế nào là Khả năng thông qua của lát cắt?,Là tổng khả năng thông qua của các cạnh đi từ tập S sang tập T.
Lý thuyết đồ thị,Khả năng thông qua của lát cắt là gì?,Là tổng khả năng thông qua của các cạnh đi từ tập S sang tập T.
Lý thuyết đồ thị,Cho biết Khả năng thông qua của lát cắt là gì?,Là tổng khả năng thông qua của các cạnh đi từ tập S sang tập T.
Lý thuyết đồ thị,Tại sao luồng cực đại không bao giờ vượt quá khả năng thông qua của lát cắt bất kỳ?,Vì mọi luồng từ nguồn tới đích đều bắt buộc phải đi qua các cạnh của lát cắt đó.
Lý thuyết đồ thị,Vì sao luồng cực đại không bao giờ vượt quá khả năng thông qua của lát cắt bất kỳ?,Vì mọi luồng từ nguồn tới đích đều bắt buộc phải đi qua các cạnh của lát cắt đó.
Lý thuyết đồ thị,Lý do tại sao luồng cực đại không bao giờ vượt quá khả năng thông qua của lát cắt bất kỳ?,Vì mọi luồng từ nguồn tới đích đều bắt buộc phải đi qua các cạnh của lát cắt đó.
Lý thuyết đồ thị,Giải thích đồ thị phân chia của một đồ thị là gì?,Là đồ thị thu được bằng cách thêm các đỉnh mới vào giữa các cạnh hiện có của đồ thị gốc.
Lý thuyết đồ thị,Cho biết đồ thị phân chia của một đồ thị là gì?,Là đồ thị thu được bằng cách thêm các đỉnh mới vào giữa các cạnh hiện có của đồ thị gốc.
Lý thuyết đồ thị,đồ thị phân chia của một đồ thị là gì?,Là đồ thị thu được bằng cách thêm các đỉnh mới vào giữa các cạnh hiện có của đồ thị gốc.
Lý thuyết đồ thị,Định nghĩa của đồ thị phân chia của một đồ thị.,Là đồ thị thu được bằng cách thêm các đỉnh mới vào giữa các cạnh hiện có của đồ thị gốc.
Lý thuyết đồ thị,Thế nào là đồ thị phân chia của một đồ thị?,Là đồ thị thu được bằng cách thêm các đỉnh mới vào giữa các cạnh hiện có của đồ thị gốc.
Lý thuyết đồ thị,"Đồ thị K3,3 có tính phẳng không?","Không, K3,3 là đồ thị không phẳng nhỏ nhất có cấu trúc hai phía."
Lý thuyết đồ thị,Đồ thị K5 có tính phẳng không?,"Không, K5 là đồ thị không phẳng nhỏ nhất có cấu trúc đầy đủ."
Lý thuyết đồ thị,Giải thích bậc của một mặt trong đồ thị phẳng là gì?,Là độ dài của chu trình giới hạn mặt đó (cạnh cầu được đếm hai lần).
Lý thuyết đồ thị,Định nghĩa của bậc của một mặt trong đồ thị phẳng.,Là độ dài của chu trình giới hạn mặt đó (cạnh cầu được đếm hai lần).
Lý thuyết đồ thị,Thế nào là bậc của một mặt trong đồ thị phẳng?,Là độ dài của chu trình giới hạn mặt đó (cạnh cầu được đếm hai lần).
Lý thuyết đồ thị,Cho biết bậc của một mặt trong đồ thị phẳng là gì?,Là độ dài của chu trình giới hạn mặt đó (cạnh cầu được đếm hai lần).
Lý thuyết đồ thị,bậc của một mặt trong đồ thị phẳng là gì?,Là độ dài của chu trình giới hạn mặt đó (cạnh cầu được đếm hai lần).
Lý thuyết đồ thị,Mối liên hệ giữa tổng bậc các mặt và số cạnh trong đồ thị phẳng?,Tổng bậc của tất cả các mặt bằng hai lần số cạnh.
Lý thuyết đồ thị,Vì sao đồ thị phẳng n đỉnh không thể có quá 3n-6 cạnh?,Vì mỗi mặt có bậc ít nhất là 3 và áp dụng công thức Euler.
Lý thuyết đồ thị,Tại sao đồ thị phẳng n đỉnh không thể có quá 3n-6 cạnh?,Vì mỗi mặt có bậc ít nhất là 3 và áp dụng công thức Euler.
Lý thuyết đồ thị,Lý do tại sao đồ thị phẳng n đỉnh không thể có quá 3n-6 cạnh?,Vì mỗi mặt có bậc ít nhất là 3 và áp dụng công thức Euler.
Lý thuyết đồ thị,Đồ thị phẳng n đỉnh không chứa chu trình độ dài 3 có tối đa bao nhiêu cạnh?,Có tối đa 2n - 4 cạnh.
Lý thuyết đồ thị,đồ thị tựa-phẳng là gì?,Là đồ thị phẳng có thể vẽ sao cho tất cả các đỉnh đều nằm trên biên của mặt ngoài.
Lý thuyết đồ thị,Cho biết đồ thị tựa-phẳng là gì?,Là đồ thị phẳng có thể vẽ sao cho tất cả các đỉnh đều nằm trên biên của mặt ngoài.
Lý thuyết đồ thị,Định nghĩa của đồ thị tựa-phẳng.,Là đồ thị phẳng có thể vẽ sao cho tất cả các đỉnh đều nằm trên biên của mặt ngoài.
Lý thuyết đồ thị,Giải thích đồ thị tựa-phẳng là gì?,Là đồ thị phẳng có thể vẽ sao cho tất cả các đỉnh đều nằm trên biên của mặt ngoài.
Lý thuyết đồ thị,Thế nào là đồ thị tựa-phẳng?,Là đồ thị phẳng có thể vẽ sao cho tất cả các đỉnh đều nằm trên biên của mặt ngoài.
Lý thuyết đồ thị,Thế nào là bao đóng Hamilton của một đồ thị?,Là đồ thị thu được bằng cách nối tất cả các cặp đỉnh không kề nhau có tổng bậc ít nhất là n.
Lý thuyết đồ thị,Cho biết bao đóng Hamilton của một đồ thị là gì?,Là đồ thị thu được bằng cách nối tất cả các cặp đỉnh không kề nhau có tổng bậc ít nhất là n.
Lý thuyết đồ thị,Giải thích bao đóng Hamilton của một đồ thị là gì?,Là đồ thị thu được bằng cách nối tất cả các cặp đỉnh không kề nhau có tổng bậc ít nhất là n.
Lý thuyết đồ thị,Định nghĩa của bao đóng Hamilton của một đồ thị.,Là đồ thị thu được bằng cách nối tất cả các cặp đỉnh không kề nhau có tổng bậc ít nhất là n.
Lý thuyết đồ thị,bao đóng Hamilton của một đồ thị là gì?,Là đồ thị thu được bằng cách nối tất cả các cặp đỉnh không kề nhau có tổng bậc ít nhất là n.
Lý thuyết đồ thị,Vì sao đồ thị và bao đóng Hamilton của nó có cùng tính chất Hamilton?,"Theo định lý Bondy-Chvátal, việc thêm các cạnh thỏa mãn điều kiện tổng bậc không làm thay đổi tính Hamilton."
Lý thuyết đồ thị,Lý do tại sao đồ thị và bao đóng Hamilton của nó có cùng tính chất Hamilton?,"Theo định lý Bondy-Chvátal, việc thêm các cạnh thỏa mãn điều kiện tổng bậc không làm thay đổi tính Hamilton."
Lý thuyết đồ thị,Tại sao đồ thị và bao đóng Hamilton của nó có cùng tính chất Hamilton?,"Theo định lý Bondy-Chvátal, việc thêm các cạnh thỏa mãn điều kiện tổng bậc không làm thay đổi tính Hamilton."
Lý thuyết đồ thị,Đồ thị Peterssen có đặc điểm gì nổi bật về tính Hamilton?,Nó là một ví dụ nổi tiếng về đồ thị không có chu trình Hamilton dù có cấu trúc rất đối xứng.
Lý thuyết đồ thị,Giải thích đồ thị khoảng cách là gì?,Là đồ thị mà các cạnh được xác định dựa trên khoảng cách hình học giữa các điểm.
Lý thuyết đồ thị,Cho biết đồ thị khoảng cách là gì?,Là đồ thị mà các cạnh được xác định dựa trên khoảng cách hình học giữa các điểm.
Lý thuyết đồ thị,Thế nào là đồ thị khoảng cách?,Là đồ thị mà các cạnh được xác định dựa trên khoảng cách hình học giữa các điểm.
Lý thuyết đồ thị,Định nghĩa của đồ thị khoảng cách.,Là đồ thị mà các cạnh được xác định dựa trên khoảng cách hình học giữa các điểm.
Lý thuyết đồ thị,đồ thị khoảng cách là gì?,Là đồ thị mà các cạnh được xác định dựa trên khoảng cách hình học giữa các điểm.
Lý thuyết đồ thị,Định nghĩa của đồ thị n-khối Q_n.,"Là đồ thị mà các đỉnh là các xâu nhị phân độ dài n, hai đỉnh nối nhau nếu chúng khác nhau đúng một bit."
Lý thuyết đồ thị,Giải thích đồ thị n-khối Q_n là gì?,"Là đồ thị mà các đỉnh là các xâu nhị phân độ dài n, hai đỉnh nối nhau nếu chúng khác nhau đúng một bit."
Lý thuyết đồ thị,đồ thị n-khối Q_n là gì?,"Là đồ thị mà các đỉnh là các xâu nhị phân độ dài n, hai đỉnh nối nhau nếu chúng khác nhau đúng một bit."
Lý thuyết đồ thị,Thế nào là đồ thị n-khối Q_n?,"Là đồ thị mà các đỉnh là các xâu nhị phân độ dài n, hai đỉnh nối nhau nếu chúng khác nhau đúng một bit."
Lý thuyết đồ thị,Cho biết đồ thị n-khối Q_n là gì?,"Là đồ thị mà các đỉnh là các xâu nhị phân độ dài n, hai đỉnh nối nhau nếu chúng khác nhau đúng một bit."
Lý thuyết đồ thị,Đồ thị Q_n bao nhiêu đỉnh và bao nhiêu cạnh?,Có 2^n đỉnh và n * 2^(n-1) cạnh.
Lý thuyết đồ thị,Đồ thị Q_n có bao nhiêu đỉnh và bao nhiêu cạnh?,Có 2^n đỉnh và n * 2^(n-1) cạnh.
Lý thuyết đồ thị,Tại sao Q_n là đồ thị hai phía?,Vì ta có thể chia tập đỉnh dựa trên tính chẵn lẻ của số lượng bit 1 trong xâu nhị phân.
Lý thuyết đồ thị,Vì sao Q_n là đồ thị hai phía?,Vì ta có thể chia tập đỉnh dựa trên tính chẵn lẻ của số lượng bit 1 trong xâu nhị phân.
Lý thuyết đồ thị,Lý do tại sao Q_n là đồ thị hai phía?,Vì ta có thể chia tập đỉnh dựa trên tính chẵn lẻ của số lượng bit 1 trong xâu nhị phân.
Lý thuyết đồ thị,đồ thị thưa là gì?,Là đồ thị mà số lượng cạnh gần bằng số lượng đỉnh.
Lý thuyết đồ thị,Thế nào là đồ thị thưa?,Là đồ thị mà số lượng cạnh gần bằng số lượng đỉnh.
Lý thuyết đồ thị,Định nghĩa của đồ thị thưa.,Là đồ thị mà số lượng cạnh gần bằng số lượng đỉnh.
Lý thuyết đồ thị,Cho biết đồ thị thưa là gì?,Là đồ thị mà số lượng cạnh gần bằng số lượng đỉnh.
Lý thuyết đồ thị,Giải thích đồ thị thưa là gì?,Là đồ thị mà số lượng cạnh gần bằng số lượng đỉnh.
Lý thuyết đồ thị,đồ thị dày là gì?,Là đồ thị mà số lượng cạnh gần đạt tới mức tối đa (n bình phương).
Lý thuyết đồ thị,Định nghĩa của đồ thị dày.,Là đồ thị mà số lượng cạnh gần đạt tới mức tối đa (n bình phương).
Lý thuyết đồ thị,Cho biết đồ thị dày là gì?,Là đồ thị mà số lượng cạnh gần đạt tới mức tối đa (n bình phương).
Lý thuyết đồ thị,Giải thích đồ thị dày là gì?,Là đồ thị mà số lượng cạnh gần đạt tới mức tối đa (n bình phương).
Lý thuyết đồ thị,Thế nào là đồ thị dày?,Là đồ thị mà số lượng cạnh gần đạt tới mức tối đa (n bình phương).
Lý thuyết đồ thị,Thế nào là chu trình cơ bản đối với một cây khung?,Là chu trình duy nhất được tạo ra khi thêm một cạnh không thuộc cây khung vào cây khung đó.
Lý thuyết đồ thị,Giải thích chu trình cơ bản đối với một cây khung là gì?,Là chu trình duy nhất được tạo ra khi thêm một cạnh không thuộc cây khung vào cây khung đó.
Lý thuyết đồ thị,chu trình cơ bản đối với một cây khung là gì?,Là chu trình duy nhất được tạo ra khi thêm một cạnh không thuộc cây khung vào cây khung đó.
Lý thuyết đồ thị,Định nghĩa của chu trình cơ bản đối với một cây khung.,Là chu trình duy nhất được tạo ra khi thêm một cạnh không thuộc cây khung vào cây khung đó.
Lý thuyết đồ thị,Cho biết chu trình cơ bản đối với một cây khung là gì?,Là chu trình duy nhất được tạo ra khi thêm một cạnh không thuộc cây khung vào cây khung đó.
Lý thuyết đồ thị,Cho biết lát cắt cơ bản đối với một cây khung là gì?,Là lát cắt duy nhất chứa duy nhất một cạnh của cây khung.
Lý thuyết đồ thị,lát cắt cơ bản đối với một cây khung là gì?,Là lát cắt duy nhất chứa duy nhất một cạnh của cây khung.
Lý thuyết đồ thị,Thế nào là lát cắt cơ bản đối với một cây khung?,Là lát cắt duy nhất chứa duy nhất một cạnh của cây khung.
Lý thuyết đồ thị,Định nghĩa của lát cắt cơ bản đối với một cây khung.,Là lát cắt duy nhất chứa duy nhất một cạnh của cây khung.
Lý thuyết đồ thị,Giải thích lát cắt cơ bản đối với một cây khung là gì?,Là lát cắt duy nhất chứa duy nhất một cạnh của cây khung.
Lý thuyết đồ thị,Vì sao các chu trình cơ bản lại tạo thành một cơ sở cho không gian chu trình?,Vì mọi chu trình khác đều có thể biểu diễn dưới dạng tổng XOR của các chu trình cơ bản này.
Lý thuyết đồ thị,Lý do tại sao các chu trình cơ bản lại tạo thành một cơ sở cho không gian chu trình?,Vì mọi chu trình khác đều có thể biểu diễn dưới dạng tổng XOR của các chu trình cơ bản này.
Lý thuyết đồ thị,Tại sao các chu trình cơ bản lại tạo thành một cơ sở cho không gian chu trình?,Vì mọi chu trình khác đều có thể biểu diễn dưới dạng tổng XOR của các chu trình cơ bản này.
Lý thuyết đồ thị,Thế nào là Ma trận Laplacian của đồ thị?,"Là ma trận L = D - A, trong đó D là ma trận bậc và A là ma trận kề."
Lý thuyết đồ thị,Giải thích Ma trận Laplacian của đồ thị là gì?,"Là ma trận L = D - A, trong đó D là ma trận bậc và A là ma trận kề."
Lý thuyết đồ thị,Cho biết Ma trận Laplacian của đồ thị là gì?,"Là ma trận L = D - A, trong đó D là ma trận bậc và A là ma trận kề."
Lý thuyết đồ thị,Ma trận Laplacian của đồ thị là gì?,"Là ma trận L = D - A, trong đó D là ma trận bậc và A là ma trận kề."
Lý thuyết đồ thị,Định nghĩa của Ma trận Laplacian của đồ thị.,"Là ma trận L = D - A, trong đó D là ma trận bậc và A là ma trận kề."
Lý thuyết đồ thị,Định lý Ma trận Cây dùng để làm gì?,Dùng để tính số lượng cây khung khác nhau của một đồ thị dựa trên các định thức của ma trận Laplacian.
Lý thuyết đồ thị,Thế nào là đồ thị k-chân?,Là đồ thị mà tập đỉnh có thể chia thành k tập rời nhau sao cho không có cạnh nào nối hai đỉnh trong cùng một tập.
Lý thuyết đồ thị,đồ thị k-chân là gì?,Là đồ thị mà tập đỉnh có thể chia thành k tập rời nhau sao cho không có cạnh nào nối hai đỉnh trong cùng một tập.
Lý thuyết đồ thị,Định nghĩa của đồ thị k-chân.,Là đồ thị mà tập đỉnh có thể chia thành k tập rời nhau sao cho không có cạnh nào nối hai đỉnh trong cùng một tập.
Lý thuyết đồ thị,Giải thích đồ thị k-chân là gì?,Là đồ thị mà tập đỉnh có thể chia thành k tập rời nhau sao cho không có cạnh nào nối hai đỉnh trong cùng một tập.
Lý thuyết đồ thị,Cho biết đồ thị k-chân là gì?,Là đồ thị mà tập đỉnh có thể chia thành k tập rời nhau sao cho không có cạnh nào nối hai đỉnh trong cùng một tập.
Lý thuyết đồ thị,Định nghĩa của Đồ thị Turan.,Là đồ thị n đỉnh k-chân đầy đủ có số lượng cạnh lớn nhất.
Lý thuyết đồ thị,Thế nào là Đồ thị Turan?,Là đồ thị n đỉnh k-chân đầy đủ có số lượng cạnh lớn nhất.
Lý thuyết đồ thị,Đồ thị Turan là gì?,Là đồ thị n đỉnh k-chân đầy đủ có số lượng cạnh lớn nhất.
Lý thuyết đồ thị,Cho biết Đồ thị Turan là gì?,Là đồ thị n đỉnh k-chân đầy đủ có số lượng cạnh lớn nhất.
