topic,question,answer
Lý thuyết đồ thị,đỉnh cô lập là gì?,Là đỉnh có bậc bằng $0$.
Lý thuyết đồ thị,đỉnh khớp của đồ thị là gì?,Là đỉnh mà nếu loại bỏ nó sẽ làm tăng số thành phần liên thông của đồ thị.
Lý thuyết đồ thị,đỉnh treo là gì?,Là đỉnh có bậc bằng $1$.
Lý thuyết đồ thị,đồ thị bù là gì?,"Đồ thị bù Là đồ thị có cùng tập đỉnh với $G$, nhưng hai đỉnh nối với nhau khi và chỉ khi chúng không nối với nhau trong $G$."
Lý thuyết đồ thị,đồ thị con bao trùm là gì?,Đồ thị con bao trùm Là đồ thị con chứa tất cả các đỉnh của đồ thị gốc.
Lý thuyết đồ thị,đồ thị con cảm sinh là gì?,Đồ thị con cảm sinh Là đồ thị con tạo bởi một tập đỉnh và tất cả các cạnh của đồ thị gốc nối giữa các đỉnh đó.
Lý thuyết đồ thị,đồ thị có hướng không chu trình là gì?,"Đồ thị có hướng không chu trình Là đồ thị có hướng không chứa chu trình, thường dùng để biểu diễn các phụ thuộc công việc."
Lý thuyết đồ thị,đồ thị có trọng số là gì?,"Đồ thị có trọng số Là đồ thị mà mỗi cạnh được gán một giá trị số đại diện cho chi phí, khoảng cách hoặc khả năng thông qua."
Lý thuyết đồ thị,đồ thị hai phía là gì?,Đồ thị hai phía Là đồ thị mà tập đỉnh có thể chia thành hai tập rời nhau sao cho không có cạnh nào nối hai đỉnh trong cùng một tập.
Lý thuyết đồ thị,đồ thị hoàn hảo là gì?,"Đồ thị hoàn hảo Là đồ thị mà với mọi đồ thị con cảm sinh, sắc số luôn bằng số bao vây ($\chi = \omega$)."
Lý thuyết đồ thị,đồ thị k-sắc là gì?,Đồ thị k-sắc Là đồ thị có sắc số bằng đúng $k$.
Lý thuyết đồ thị,đồ thị liên thông mạnh là gì?,Đồ thị liên thông mạnh Là đồ thị có hướng mà từ bất kỳ đỉnh $u$ nào cũng có đường đi tới bất kỳ đỉnh $v$ nào.
Lý thuyết đồ thị,đồ thị liên thông yếu là gì?,Đồ thị liên thông yếu Là đồ thị có hướng mà đồ thị vô hướng tương ứng của nó là liên thông.
Lý thuyết đồ thị,đồ thị phẳng là gì?,Đồ thị phẳng Là đồ thị có thể vẽ trên mặt phẳng sao cho không có hai cạnh nào cắt nhau (trừ tại các đỉnh).
Lý thuyết đồ thị,đồ thị phẳng tối đại là gì?,Đồ thị phẳng tối đại Là đồ thị phẳng mà nếu thêm bất kỳ một cạnh nào vào cũng làm nó mất tính phẳng.
Lý thuyết đồ thị,đồ thị đầy đủ là gì?,"Là đơn đồ thị mà mọi cặp đỉnh phân biệt đều được nối với nhau bởi một cạnh, ký hiệu là $K_n$."
Lý thuyết đồ thị,Tại sao BFS lại sử dụng cấu trúc dữ liệu hàng đợi ?,Để đảm bảo các đỉnh được thăm theo đúng thứ tự khoảng cách tăng dần tính từ đỉnh bắt đầu.
Lý thuyết đồ thị,Tại sao bài toán tìm cây khung nhỏ nhất lại có tính ứng dụng cao?,"Dùng để thiết kế mạng lưới liên lạc, điện lực với chi phí thấp nhất mà vẫn đảm bảo kết nối."
Lý thuyết đồ thị,Tại sao bài toán tô màu đồ thị lại dùng trong xếp lịch thi?,"Vì các môn thi trùng giờ không được có sinh viên chung (đỉnh kề nhau), giúp xác định số ca thi ít nhất."
Lý thuyết đồ thị,Tại sao cây n đỉnh luôn có đúng n-1 cạnh?,Vì đây là cấu trúc tối thiểu để kết nối n đỉnh mà không tạo ra chu trình.
Lý thuyết đồ thị,Tại sao duyệt theo mức của cây thực chất là một phép duyệt BFS?,Vì nó thăm các nút dựa trên khoảng cách (số cạnh) tính từ gốc.
Lý thuyết đồ thị,Tại sao duyệt trung thứ tự trên cây tìm kiếm nhị phân lại cho kết quả là dãy tăng dần?,Vì tính chất của BST là nút trái nhỏ hơn gốc và nút phải lớn hơn gốc.
Lý thuyết đồ thị,Tại sao phép duyệt DFS có thể dùng để phát hiện chu trình trong đồ thị có hướng?,"Nếu trong quá trình duyệt ta gặp lại một đỉnh đang nằm trong ngăn xếp đệ quy (cạnh ngược), thì đồ thị có chu trình."
Lý thuyết đồ thị,Tại sao thuật toán duyệt theo chiều rộng lại dùng hàng chờ ?,Để đảm bảo các đỉnh được thăm theo đúng thứ tự khoảng cách tăng dần từ đỉnh nguồn.
Lý thuyết đồ thị,Tại sao thuật toán duyệt theo chiều sâu lại dùng ngăn xếp ?,Để ghi nhớ các đỉnh đã đi qua và quay lại các đỉnh trước đó khi gặp đường cụt.
Lý thuyết đồ thị,Tại sao thứ tự đỉnh lại ảnh hưởng đến kết quả của thuật toán tham lam?,"Vì với các thứ tự khác nhau, thuật toán có thể cho ra số lượng màu sử dụng khác nhau."
Lý thuyết đồ thị,"Tại sao trong mọi đồ thị, số đỉnh có bậc lẻ luôn là một số chẵn?","Vì theo định lý bắt tay, tổng các bậc là số chẵn, nên tổng các bậc lẻ cũng phải là số chẵn."
Lý thuyết đồ thị,Tại sao tô màu mặt của đồ thị phẳng lại tương đương với tô màu đỉnh của đồ thị đối ngẫu?,Vì mỗi mặt trở thành một đỉnh và hai mặt chung cạnh trở thành hai đỉnh kề nhau.
Lý thuyết đồ thị,Tại sao việc tìm chu trình Hamilton lại khó hơn chu trình Euler?,Vì không có điều kiện cần và đủ đơn giản cho chu trình Hamilton (đây là bài toán NP-đầy đủ).
Lý thuyết đồ thị,Tại sao đệ quy là công cụ tự nhiên để thực hiện các phép duyệt cây?,Vì cấu trúc của cây mang tính đệ quy (mỗi nút gốc lại chứa các cây con bên dưới).
Lý thuyết đồ thị,Tại sao độ phức tạp thuật toán lại quan trọng trong lý thuyết đồ thị?,"Để đánh giá hiệu quả và khả năng thực thi của thuật toán khi kích thước đồ thị (số đỉnh, số cạnh) tăng lên."
Lý thuyết đồ thị,Đa thức màu của một cây n đỉnh là gì?,"$P(T, k) = k(k-1)^{n-1}$."
Lý thuyết đồ thị,Đa thức màu của đồ thị rỗng n đỉnh là gì?,"$P(G, k) = k^n$."
Lý thuyết đồ thị,Đa thức màu của đồ thị đầy đủ K_n là gì?,"$P(K_n, k) = k(k-1)(k-2)\dots(k-n+1)$."
Lý thuyết đồ thị,Điều kiện cần và đủ để đồ thị vô hướng có chu trình Euler?,Đồ thị phải liên thông (trừ các đỉnh cô lập) và mọi đỉnh đều có bậc chẵn.
Lý thuyết đồ thị,Điều kiện để đồ thị vô hướng có đường đi Euler?,Đồ thị liên thông và có đúng 0 hoặc 2 đỉnh bậc lẻ.
Lý thuyết đồ thị,Đường kính của đồ thị là gì?,Là giá trị độ lệch lớn nhất trong số các đỉnh của đồ thị.
Lý thuyết đồ thị,Đường tăng luồng là gì?,Là đường đi từ nguồn tới đích trong đồ thị thặng dư mà luồng còn có thể tăng thêm được.
Lý thuyết đồ thị,Đường đi Euler là gì?,Là đường đi đi qua tất cả các cạnh của đồ thị mỗi cạnh đúng một lần.
Lý thuyết đồ thị,Định lý 4 màu phát biểu gì?,Mọi đồ thị phẳng đều có thể được tô màu đỉnh bằng không quá 4 màu.
Lý thuyết đồ thị,Định lý Kuratowski phát biểu gì?,"Một đồ thị là phẳng khi và chỉ khi nó không chứa đồ thị con đồng phôi với $K_5$ hoặc $K_{3,3}$."
Lý thuyết đồ thị,Định lý Luồng cực đại - Cắt cực tiểu phát biểu gì?,Giá trị của luồng cực đại từ nguồn tới đích bằng khả năng thông qua của lát cắt nhỏ nhất.
Lý thuyết đồ thị,Định lý Menger phát biểu gì?,Số lượng đường đi rời nhau về đỉnh giữa $u$ và $v$ bằng số lượng đỉnh ít nhất cần loại bỏ để ngắt mọi đường đi giữa chúng.
Lý thuyết đồ thị,bậc của một đỉnh trong đồ thị vô hướng là gì?,"Bậc của một đỉnh trong đồ thị vô hướng Là số lượng cạnh kết hợp với đỉnh đó, ký hiệu là $deg(v)$."
Lý thuyết đồ thị,bậc của đồ thị là gì?,Bậc của đồ thị Là số lượng đỉnh của đồ thị đó.
Lý thuyết đồ thị,bậc ra của một đỉnh trong đồ thị có hướng là gì?,"Bậc ra của một đỉnh trong đồ thị có hướng Là số lượng cạnh có hướng đi ra từ đỉnh đó, ký hiệu là $deg^+(v)$."
Lý thuyết đồ thị,bậc vào của một đỉnh trong đồ thị có hướng là gì?,"Bậc vào của một đỉnh trong đồ thị có hướng Là số lượng cạnh có hướng đi vào đỉnh đó, ký hiệu là $deg^-(v)$."
Lý thuyết đồ thị,chiều cao của một nút trong cây là gì?,Là độ dài của đường đi dài nhất từ nút đó đến một lá.
Lý thuyết đồ thị,chỉ số sắc cạnh của đồ thị là gì?,"Chỉ số sắc cạnh của đồ thị Là số màu ít nhất cần thiết để tô đúng các cạnh của đồ thị, ký hiệu $\chi'(G)$."
Lý thuyết đồ thị,cây khung là gì?,"Cây khung Là một đồ thị con của đồ thị $G$, chứa tất cả các đỉnh của $G$ và là một cây."
Lý thuyết đồ thị,khoảng cách giữa hai đỉnh là gì?,Là độ dài của đường đi ngắn nhất nối giữa hai đỉnh đó.
Lý thuyết đồ thị,lá của cây trong quá trình duyệt là gì?,"Là các nút không có nút con, nơi các nhánh của phép duyệt kết thúc."
Lý thuyết đồ thị,số bao vây omega là gì?,Là kích thước của đồ thị con đầy đủ lớn nhất có trong đồ thị $G$.
Lý thuyết đồ thị,tập độc lập trong tô màu là gì?,"Tập độc lập trong tô màu Là tập hợp các đỉnh có cùng một màu trong một phép tô đúng, vì không có hai đỉnh nào trong đó kề nhau."
Lý thuyết đồ thị,đa thức màu trong bài toán đếm là gì?,Đa thức màu trong bài toán đếm Là hàm số đếm số cách tô màu các đỉnh của đồ thị sao cho không có hai đỉnh kề nhau có cùng màu.
Lý thuyết đồ thị,kích thước của đồ thị là gì?,Kích thước của đồ thị Là số lượng cạnh của đồ thị đó.
Lý thuyết đồ thị,luồng trong mạng là gì?,Luồng trong mạng Là việc gán các giá trị số cho các cạnh trong đồ thị có hướng sao cho thỏa mãn các ràng buộc về khả năng thông qua và bảo toàn luồng tại các đỉnh.
Lý thuyết đồ thị,lát cắt nhỏ nhất trong mạng là gì?,Là lát cắt có tổng khả năng thông qua của các cạnh đi từ tập chứa nguồn sang tập chứa đích là nhỏ nhất.
Lý thuyết đồ thị,lớp bài toán NP trong lý thuyết độ phức tạp là gì?,Lớp bài toán NP trong lý thuyết độ phức tạp Là tập hợp các bài toán mà một lời giải có thể được kiểm chứng trong thời gian đa thức.
Lý thuyết đồ thị,lớp bài toán P trong lý thuyết độ phức tạp là gì?,Lớp bài toán P trong lý thuyết độ phức tạp Là tập hợp các bài toán quyết định có thể giải được bằng thuật toán thời gian đa thức.
Lý thuyết đồ thị,ma trận kề là gì?,"Là ma trận vuông $A$ trong đó $A_{ij}=1$ nếu có cạnh nối đỉnh $i$ và $j$, ngược lại bằng $0$."
Lý thuyết đồ thị,ma trận liên thuộc là gì?,Là ma trận biểu diễn mối quan hệ giữa các đỉnh và các cạnh của đồ thị.
Lý thuyết đồ thị,duyệt cây là gì?,"Là quy trình thăm mọi nút của cây theo một thứ tự cụ thể, thường được định nghĩa đệ quy cho cây nhị phân."
Lý thuyết đồ thị,tô màu cạnh là gì?,Tô màu cạnh Là việc gán màu cho các cạnh sao cho không có hai cạnh nào chung đỉnh có cùng một màu.
Lý thuyết đồ thị,tô màu mặt của đồ thị phẳng là gì?,Tô màu mặt của đồ thị phẳng Là việc gán màu cho các mặt sao cho hai mặt chung cạnh không có cùng một màu.
Lý thuyết đồ thị,tô màu đỉnh là gì?,Tô màu đỉnh Là việc gán nhãn (màu) cho các đỉnh của đồ thị sao cho không có hai đỉnh kề nhau có cùng một màu.
Lý thuyết đồ thị,sắc số của đồ thị là gì?,"Sắc số của đồ thị Là số màu ít nhất cần dùng để tô màu các đỉnh sao cho không có hai đỉnh kề nhau có cùng màu, ký hiệu $\chi(G)$."
Lý thuyết đồ thị,số Catalan là gì?,Là dãy số tự nhiên xuất hiện trong nhiều bài toán đếm như số cách đặt ngoặc hợp lệ hoặc số cây nhị phân.
Lý thuyết đồ thị,thuật toán duyệt theo chiều rộng là gì?,Thuật toán duyệt theo chiều rộng Là phương pháp duyệt thăm tất cả các đỉnh kề của đỉnh hiện tại trước khi chuyển sang các đỉnh ở mức xa hơn.
Lý thuyết đồ thị,thuật toán duyệt theo chiều sâu là gì?,Thuật toán duyệt theo chiều sâu Là phương pháp duyệt ưu tiên đi sâu vào các đỉnh kề chưa thăm cho đến khi không thể đi tiếp mới quay lại.
Lý thuyết đồ thị,thành phần liên thông là gì?,Thành phần liên thông Là đồ thị con liên thông tối đại của một đồ thị.
Lý thuyết đồ thị,thành phần liên thông mạnh trong đồ thị có hướng là gì?,Thành phần liên thông mạnh trong đồ thị có hướng Là tập con các đỉnh tối đại mà giữa hai đỉnh bất kỳ trong đó luôn có đường đi qua lại.
Lý thuyết đồ thị,vết trong lý thuyết đồ thị là gì?,Vết trong lý thuyết đồ thị Là một đường đi mà không có cạnh nào bị lặp lại.
Lý thuyết đồ thị,đa thức màu P là gì?,Đa thức màu P Là hàm số đếm số cách khác nhau để tô đúng đồ thị $G$ bằng $k$ màu.
Lý thuyết đồ thị,đa đồ thị là gì?,Đa đồ thị Là đồ thị cho phép có nhiều hơn một cạnh nối giữa cùng một cặp đỉnh.
Lý thuyết đồ thị,đường đi độ dài k là gì?,"Đường đi độ dài k Là một dãy các đỉnh $v_0, v_1, \dots, v_k$ sao cho có cạnh nối giữa các đỉnh liên tiếp."
Lý thuyết đồ thị,đỉnh phát trong mạng luồng là gì?,"Là đỉnh duy nhất trong mạng mà luồng chỉ đi ra, không có luồng đi vào."
Lý thuyết đồ thị,đỉnh thu trong mạng luồng là gì?,"Là đỉnh duy nhất trong mạng mà luồng chỉ đi vào, không có luồng đi ra."
Lý thuyết đồ thị,đồ thị là gì là gì?,Đồ thị là gì Là một cấu trúc gồm tập các đỉnh (Vertices) và tập các cạnh (Edges) nối các cặp đỉnh đó.
Lý thuyết đồ thị,đồ thị chính quy là gì?,Đồ thị chính quy Là đồ thị mà tất cả các đỉnh đều có bậc bằng nhau.
Lý thuyết đồ thị,đồ thị con là gì?,Đồ thị con Là đồ thị mà tập đỉnh và tập cạnh đều là tập con của một đồ thị khác.
Lý thuyết đồ thị,độ lệch của một đỉnh là gì?,Là khoảng cách lớn nhất từ đỉnh đó tới bất kỳ đỉnh nào khác trong đồ thị.
Lý thuyết đồ thị,Đồ thị 2-liên thông là gì?,Đồ thị 2-liên thông Là đồ thị liên thông không có đỉnh khớp.
Lý thuyết đồ thị,Đồ thị bánh xe là gì?,Đồ thị bánh xe Là đồ thị được tạo ra bằng cách thêm một đỉnh trung tâm nối với tất cả các đỉnh của đồ thị vòng $C_n$.
Lý thuyết đồ thị,Đồ thị có hướng là gì?,"Đồ thị có hướng Là đồ thị mà mỗi cạnh là một cặp đỉnh có thứ tự, xác định hướng đi từ đỉnh này sang đỉnh kia."
Lý thuyết đồ thị,Đồ thị có sắc số bằng 2 có đặc điểm gì đặc biệt?,Đó chính là đồ thị hai phía (Bipartite Graph).
Lý thuyết đồ thị,Đồ thị giải mã là gì?,Đồ thị giải mã Là đồ thị không chứa bất kỳ chu trình nào.
Lý thuyết đồ thị,Đồ thị hai phía đầy đủ là gì?,"Đồ thị hai phía đầy đủ Là đồ thị hai phía mà mỗi đỉnh ở tập này đều nối với tất cả các đỉnh ở tập kia, ký hiệu là $K_{m,n}$."
Lý thuyết đồ thị,Đồ thị k-chính quy là gì?,Đồ thị k-chính quy Là đồ thị chính quy mà mọi đỉnh đều có bậc bằng $k$.
Lý thuyết đồ thị,Đồ thị liên thông là gì?,Đồ thị liên thông Là đồ thị vô hướng mà giữa hai đỉnh bất kỳ luôn có ít nhất một đường đi nối chúng.
Lý thuyết đồ thị,Đồ thị lưỡng phân có mối liên hệ gì với chu trình lẻ?,Đồ thị là hai phía khi và chỉ khi nó không chứa bất kỳ chu trình lẻ nào.
Lý thuyết đồ thị,Đồ thị tự đối ngẫu là gì?,Đồ thị tự đối ngẫu Là đồ thị phẳng đẳng cấu với đồ thị đối ngẫu của nó.
Lý thuyết đồ thị,Đồ thị vòng là gì?,"Đồ thị vòng Là đồ thị gồm n đỉnh nối tiếp nhau thành một vòng khép kín, ký hiệu là $C_n$."
Lý thuyết đồ thị,Đồ thị đấu loại là gì?,Đồ thị đấu loại Là đồ thị có hướng thu được bằng cách định hướng các cạnh của một đồ thị đầy đủ $K_n$.
Lý thuyết đồ thị,Ứng dụng của BFS trong việc tìm đường đi ngắn nhất là gì?,BFS tìm được đường đi ngắn nhất (về số cạnh) giữa hai đỉnh trong đồ thị không có trọng số.
Lý thuyết đồ thị,Ứng dụng của duyệt hậu thứ tự trong việc tính toán biểu thức toán học?,Dùng để chuyển đổi biểu thức sang dạng hậu tố (Ba Lan ngược) để máy tính dễ dàng tính toán.
Lý thuyết đồ thị,Ứng dụng của tô màu đồ thị trong phân hoạch vùng tần số?,Dùng để gán tần số cho các tháp phát sóng sao cho các tháp gần nhau (kề nhau) không bị nhiễu sóng.
Lý thuyết đồ thị,Ứng dụng của tô màu đồ thị trong việc sắp xếp lịch thi là gì?,"Mỗi môn thi là một đỉnh, cạnh nối hai môn có chung sinh viên"
Lý thuyết đồ thị,số liên thông đỉnh kappa là gì?,Số liên thông đỉnh kappa Là số lượng đỉnh ít nhất cần loại bỏ để đồ thị trở nên không liên thông hoặc chỉ còn một đỉnh đơn.
Lý thuyết đồ thị,số liên thông cạnh lambda là gì?,Số liên thông cạnh lambda Là số lượng cạnh ít nhất cần loại bỏ để đồ thị trở nên không liên thông.
Lý thuyết đồ thị,Bất đẳng thức Whitney về tính liên thông là gì?,"$\kappa(G) \le \lambda(G) \le \delta(G)$, với $\delta(G)$ là bậc nhỏ nhất của đỉnh."
Lý thuyết đồ thị,Phát biểu định lý Menger dạng đỉnh?,Số lượng đường đi đỉnh-rời-nhau lớn nhất giữa hai đỉnh bằng kích thước lát cắt đỉnh nhỏ nhất ngăn cách chúng.
Lý thuyết đồ thị,Phát biểu định lý Menger dạng cạnh?,Số lượng đường đi cạnh-rời-nhau lớn nhất giữa hai đỉnh bằng kích thước lát cắt cạnh nhỏ nhất ngăn cách chúng.
Lý thuyết đồ thị,đồ thị k-liên thông đỉnh là gì?,Đồ thị k-liên thông đỉnh Là đồ thị có số liên thông đỉnh lớn hơn hoặc bằng k.
Lý thuyết đồ thị,đồ thị k-liên thông cạnh là gì?,Đồ thị k-liên thông cạnh Là đồ thị có số liên thông cạnh lớn hơn hoặc bằng k.
Lý thuyết đồ thị,đồ thị con 2-liên thông là gì?,Đồ thị con 2-liên thông Là đồ thị con liên thông tối đại không chứa đỉnh khớp nào.
Lý thuyết đồ thị,đỉnh tách trong đồ thị là gì?,Là đỉnh mà nếu loại bỏ nó sẽ làm tăng số thành phần liên thông của đồ thị.
Lý thuyết đồ thị,cạnh cầu trong đồ thị là gì?,Là cạnh mà nếu loại bỏ nó sẽ làm tăng số thành phần liên thông của đồ thị.
Lý thuyết đồ thị,bộ ghép hoàn hảo là gì?,"Là bộ ghép phủ tất cả các đỉnh của đồ thị, tức là mỗi đỉnh đều thuộc duy nhất một cạnh trong bộ ghép."
Lý thuyết đồ thị,đường tăng cường trong bộ ghép là gì?,Đường tăng cường trong bộ ghép Là một đường đi xen kẽ bắt đầu và kết thúc tại các đỉnh chưa được ghép.
Lý thuyết đồ thị,Bổ đề Berge về bộ ghép cực đại là gì?,Một bộ ghép là cực đại khi và chỉ khi nó không có bất kỳ đường tăng cường nào.
Lý thuyết đồ thị,Thuật toán Edmonds dùng để làm gì?,Dùng để tìm bộ ghép cực đại trong đồ thị vô hướng tổng quát (có chứa chu trình lẻ).
Lý thuyết đồ thị,Phát biểu định lý Hall về sự tồn tại của bộ ghép?,Đồ thị hai phía có bộ ghép phủ tập đỉnh X khi và chỉ khi mọi tập con của X đều kề với ít nhất số lượng đỉnh tương ứng ở tập Y.
Lý thuyết đồ thị,số bao phủ đỉnh alpha là gì?,Số bao phủ đỉnh alpha Là số lượng đỉnh ít nhất cần chọn sao cho mọi cạnh của đồ thị đều có ít nhất một đỉnh đầu mút được chọn.
Lý thuyết đồ thị,số độc lập alpha_0 là gì?,Số độc lập alpha_0 Là số lượng đỉnh lớn nhất trong một tập độc lập của đồ thị.
Lý thuyết đồ thị,Mối liên hệ Gallai giữa số độc lập và số bao phủ đỉnh?,"$\alpha_0(G) + \alpha(G) = n$, với n là số đỉnh của đồ thị."
Lý thuyết đồ thị,đồ thị đường L là gì?,"Đồ thị đường L Là đồ thị mà mỗi đỉnh tương ứng với một cạnh của G, và hai đỉnh nối nhau nếu hai cạnh đó chung đầu mút."
Lý thuyết đồ thị,đồ thị khoảng là gì?,Đồ thị khoảng Là đồ thị mà các đỉnh tương ứng với các khoảng trên trục số và cạnh nối hai đỉnh nếu hai khoảng tương ứng giao nhau.
Lý thuyết đồ thị,đồ thị dây cung là gì?,Đồ thị dây cung Là đồ thị mà mọi chu trình độ dài từ 4 trở lên đều có ít nhất một dây cung (cạnh nối hai đỉnh không kề nhau trong chu trình).
Lý thuyết đồ thị,Tại sao đồ thị dây cung lại là đồ thị hoàn hảo?,Vì sắc số của nó luôn bằng số bao vây cho mọi đồ thị con cảm sinh.
Lý thuyết đồ thị,Phát biểu định lý Max-flow Min-cut?,Giá trị luồng cực đại trong mạng bằng khả năng thông qua của lát cắt nhỏ nhất ngăn cách nguồn và đích.
Lý thuyết đồ thị,Thuật toán Ford-Fulkerson hoạt động dựa trên nguyên lý nào?,Dựa trên việc liên tục tìm các đường tăng luồng từ nguồn đến đích cho đến khi không còn đường nào.
Lý thuyết đồ thị,Thuật toán Edmonds-Karp khác gì Ford-Fulkerson?,"Edmonds-Karp sử dụng BFS để tìm đường tăng ngắn nhất, đảm bảo thuật toán dừng trong thời gian đa thức."
Lý thuyết đồ thị,đồ thị thặng dư là gì?,Đồ thị thặng dư Là đồ thị mô tả các khả năng còn lại để đẩy luồng hoặc rút luồng trên các cạnh của mạng hiện tại.
Lý thuyết đồ thị,đồ thị đối ngẫu của đồ thị phẳng là gì?,"Đồ thị đối ngẫu của đồ thị phẳng Là đồ thị mà mỗi đỉnh tương ứng với một mặt của đồ thị phẳng gốc, và cạnh nối hai đỉnh nếu hai mặt chung một cạnh."
Lý thuyết đồ thị,Tại sao đồ thị đối ngẫu của một cây phẳng lại là đồ thị chỉ có một đỉnh?,Vì cây không có chu trình nên nó chỉ có duy nhất một mặt ngoài.
Lý thuyết đồ thị,Phát biểu định lý Kuratowski về tính phẳng của đồ thị?,"Đồ thị là phẳng khi và chỉ khi nó không chứa đồ thị con là phân chia của K5 hoặc K3,3."
Lý thuyết đồ thị,tiểu đồ thị của một đồ thị là gì?,"Tiểu đồ thị của một đồ thị Là đồ thị thu được bằng cách xóa đỉnh, xóa cạnh hoặc co cạnh của đồ thị gốc."
Lý thuyết đồ thị,Phát biểu định lý Robertson-Seymour ?,Tập hợp các đồ thị bị chặn theo cấu trúc tiểu đồ thị luôn có một bộ các đồ thị cấm hữu hạn.
Lý thuyết đồ thị,số màu cạnh của đồ thị là gì?,Số màu cạnh của đồ thị Là số lượng màu ít nhất để tô màu các cạnh sao cho không có hai cạnh chung đỉnh cùng màu.
Lý thuyết đồ thị,Sắc số cạnh của đồ thị đầy đủ K_n với n chẵn là bao nhiêu?,Bằng n - 1.
Lý thuyết đồ thị,Sắc số cạnh của đồ thị đầy đủ K_n với n lẻ là bao nhiêu?,Bằng n.
Lý thuyết đồ thị,chu trình Hamilton là gì?,Là chu trình đi qua mọi đỉnh của đồ thị đúng một lần.
Lý thuyết đồ thị,Phát biểu định lý Dirac về chu trình Hamilton?,Nếu đơn đồ thị n đỉnh (n >= 3) có bậc mỗi đỉnh ít nhất n/2 thì đồ thị có chu trình Hamilton.
Lý thuyết đồ thị,Phát biểu định lý Ore về chu trình Hamilton?,Nếu đơn đồ thị n đỉnh có tổng bậc của mọi cặp đỉnh không kề nhau ít nhất là n thì đồ thị có chu trình Hamilton.
Lý thuyết đồ thị,Tại sao kiểm tra chu trình Hamilton lại khó trong khi chu trình Euler lại dễ?,"Vì điều kiện Euler chỉ dựa trên bậc cục bộ của đỉnh, còn Hamilton yêu cầu cấu trúc toàn cục phức tạp hơn."
Lý thuyết đồ thị,giải thuật xấp xỉ cho bài toán người du lịch là gì?,Giải thuật xấp xỉ cho bài toán người du lịch Là thuật toán tìm ra một chu trình Hamilton có độ dài không quá k lần so với độ dài tối ưu (ví dụ thuật toán 2-xấp xỉ bằng cây khung).
Lý thuyết đồ thị,mạng luồng có nhiều nguồn và nhiều đích là gì?,Có thể quy về mạng một nguồn một đích bằng cách thêm một siêu nguồn (Super Source) và một siêu đích (Super Sink).
Lý thuyết đồ thị,lát cắt s-t là gì?,Lát cắt s-t Là việc chia tập đỉnh thành hai tập rời nhau S và T sao cho nguồn s thuộc S và đích t thuộc T.
Lý thuyết đồ thị,Khả năng thông qua của lát cắt là gì?,Là tổng khả năng thông qua của các cạnh đi từ tập S sang tập T.
Lý thuyết đồ thị,Tại sao luồng cực đại không bao giờ vượt quá khả năng thông qua của lát cắt bất kỳ?,Vì mọi luồng từ nguồn tới đích đều bắt buộc phải đi qua các cạnh của lát cắt đó.
Lý thuyết đồ thị,đồ thị phân chia của một đồ thị là gì?,Đồ thị phân chia của một đồ thị Là đồ thị thu được bằng cách thêm các đỉnh mới vào giữa các cạnh hiện có của đồ thị gốc.
Lý thuyết đồ thị,"Đồ thị K3,3 có tính phẳng không?","Không, K3,3 là đồ thị không phẳng nhỏ nhất có cấu trúc hai phía."
Lý thuyết đồ thị,Đồ thị K5 có tính phẳng không?,"Không, K5 là đồ thị không phẳng nhỏ nhất có cấu trúc đầy đủ."
Lý thuyết đồ thị,bậc của một mặt trong đồ thị phẳng là gì?,Là độ dài của chu trình giới hạn mặt đó (cạnh cầu được đếm hai lần).
Lý thuyết đồ thị,Mối liên hệ giữa tổng bậc các mặt và số cạnh trong đồ thị phẳng?,Tổng bậc của tất cả các mặt bằng hai lần số cạnh.
Lý thuyết đồ thị,Tại sao đồ thị phẳng n đỉnh không thể có quá 3n-6 cạnh?,Vì mỗi mặt có bậc ít nhất là 3 và áp dụng công thức Euler.
Lý thuyết đồ thị,Đồ thị phẳng n đỉnh không chứa chu trình độ dài 3 có tối đa bao nhiêu cạnh?,Có tối đa 2n - 4 cạnh.
Lý thuyết đồ thị,đồ thị tựa-phẳng là gì?,Đồ thị tựa-phẳng Là đồ thị phẳng có thể vẽ sao cho tất cả các đỉnh đều nằm trên biên của mặt ngoài.
Lý thuyết đồ thị,bao đóng Hamilton của một đồ thị là gì?,Bao đóng Hamilton của một đồ thị Là đồ thị thu được bằng cách nối tất cả các cặp đỉnh không kề nhau có tổng bậc ít nhất là n.
Lý thuyết đồ thị,Tại sao đồ thị và bao đóng Hamilton của nó có cùng tính chất Hamilton?,"Theo định lý Bondy-Chvátal, việc thêm các cạnh thỏa mãn điều kiện tổng bậc không làm thay đổi tính Hamilton."
Lý thuyết đồ thị,Đồ thị Peterssen có đặc điểm gì nổi bật về tính Hamilton?,Nó là một ví dụ nổi tiếng về đồ thị không có chu trình Hamilton dù có cấu trúc rất đối xứng.
Lý thuyết đồ thị,đồ thị khoảng cách là gì?,Đồ thị khoảng cách Là đồ thị mà các cạnh được xác định dựa trên khoảng cách hình học giữa các điểm.
Lý thuyết đồ thị,đồ thị n-khối Q_n là gì?,"Đồ thị n-khối Q_n Là đồ thị mà các đỉnh là các xâu nhị phân độ dài n, hai đỉnh nối nhau nếu chúng khác nhau đúng một bit."
Lý thuyết đồ thị,Đồ thị Q_n có bao nhiêu đỉnh và bao nhiêu cạnh?,Có 2^n đỉnh và n * 2^(n-1) cạnh.
